date_only,time_only,price,bedrooms,bathrooms,sqft_living
2014-06-23,00:00:00,560000.0,3.0,2.5,1960
2014-06-23,00:00:00,459950.0,4.0,2.5,2000
2014-06-23,00:00:00,265000.0,3.0,1.0,1620
2014-06-23,00:00:00,502000.0,6.0,2.5,2890
2014-06-23,00:00:00,430000.0,3.0,1.75,1300
2014-06-23,00:00:00,525000.0,2.0,1.0,1080
2014-06-23,00:00:00,415000.0,4.0,2.5,2170
2014-06-23,00:00:00,600000.0,3.0,2.5,2260
2014-06-23,00:00:00,225000.0,3.0,1.75,1580
2014-06-23,00:00:00,300000.0,4.0,2.5,2620
2014-06-23,00:00:00,491234.0,4.0,2.5,1540
2014-06-23,00:00:00,1580000.0,4.0,2.5,4570
2014-06-23,00:00:00,905000.0,4.0,3.25,3440
2014-06-23,00:00:00,199950.0,5.0,2.5,1740
2014-06-23,00:00:00,450000.0,4.0,1.75,2160
2014-06-23,00:00:00,899000.0,3.0,1.0,1480
2014-06-23,00:00:00,649000.0,2.0,1.75,2260
2014-06-23,00:00:00,780000.0,4.0,3.5,3910
2014-06-23,00:00:00,400000.0,4.0,1.75,1700
2014-06-23,00:00:00,831500.0,5.0,2.5,4470
2014-06-23,00:00:00,471001.0,3.0,1.75,1800
2014-06-23,00:00:00,385000.0,3.0,3.25,1630
2014-06-23,00:00:00,326000.0,3.0,1.0,1030
2014-06-23,00:00:00,335000.0,1.0,1.0,720
2014-06-23,00:00:00,320000.0,4.0,1.5,1890
2014-06-23,00:00:00,300000.0,4.0,2.5,1840
2014-06-23,00:00:00,269950.0,4.0,2.5,2540
2014-06-23,00:00:00,1220000.0,4.0,3.75,3520
2014-06-23,00:00:00,590000.0,4.0,2.5,3220
2014-06-23,00:00:00,750000.0,3.0,2.0,1820
2014-06-23,00:00:00,239950.0,3.0,1.75,1230
2014-06-23,00:00:00,215000.0,3.0,2.0,1340
2014-06-23,00:00:00,165000.0,3.0,1.0,1200
2014-06-23,00:00:00,261350.0,3.0,1.75,1390
2014-06-23,00:00:00,569000.0,4.0,2.0,1730
2014-06-23,00:00:00,425000.0,3.0,2.25,1580
2014-06-23,00:00:00,800000.0,4.0,3.0,3520
2014-06-23,00:00:00,715000.0,4.0,2.5,2650
2014-06-23,00:00:00,337000.0,3.0,1.75,1310
2014-06-23,00:00:00,560000.0,4.0,2.5,2300
2014-06-23,00:00:00,449500.0,3.0,2.25,1780
2014-06-23,00:00:00,660000.0,3.0,3.25,1980
2014-06-23,00:00:00,685000.0,2.0,1.5,1300
2014-06-23,00:00:00,905000.0,5.0,3.5,3500
2014-06-23,00:00:00,403500.0,3.0,1.0,1830
2014-06-23,00:00:00,405000.0,3.0,2.25,1520
2014-06-23,00:00:00,385000.0,4.0,2.75,2700
2014-06-23,00:00:00,1700000.0,3.0,2.75,2810
2014-06-23,00:00:00,285000.0,3.0,2.5,1660
2014-06-23,00:00:00,249900.0,3.0,2.0,1310
2014-06-23,00:00:00,633634.0,4.0,3.5,2960
2014-06-23,00:00:00,329900.0,3.0,2.5,2242
2014-06-23,00:00:00,310000.0,3.0,2.5,2540
2014-06-23,00:00:00,345000.0,3.0,1.5,1420
2014-06-23,00:00:00,160797.0,3.0,1.5,1270
2014-06-23,00:00:00,562500.0,3.0,2.25,1300
2014-06-23,00:00:00,664950.0,5.0,3.0,3190
2014-06-23,00:00:00,515000.0,5.0,3.25,2910
2014-06-23,00:00:00,497000.0,3.0,2.25,1630
2014-06-23,00:00:00,312891.0,5.0,3.0,2300
2014-06-23,00:00:00,670000.0,3.0,2.5,3310
2014-06-23,00:00:00,362500.0,2.0,1.5,940
2014-06-23,00:00:00,402101.0,2.0,0.75,1020
2014-06-24,00:00:00,438000.0,3.0,1.75,1520
2014-06-24,00:00:00,687500.0,4.0,1.75,2330
2014-06-24,00:00:00,160000.0,3.0,1.5,1010
2014-06-24,00:00:00,415000.0,3.0,1.75,1070
2014-06-24,00:00:00,405000.0,3.0,2.5,3170
2014-06-24,00:00:00,880000.0,4.0,2.5,3030
2014-06-24,00:00:00,585000.0,3.0,2.5,2270
2014-06-24,00:00:00,640000.0,4.0,2.5,2341
2014-06-24,00:00:00,819000.0,3.0,3.5,2130
2014-06-24,00:00:00,520000.0,3.0,1.75,2300
2014-06-24,00:00:00,367500.0,3.0,1.0,1660
2014-06-24,00:00:00,762500.0,4.0,2.75,2610
2014-06-24,00:00:00,300000.0,3.0,1.0,2150
2014-06-24,00:00:00,625000.0,3.0,2.5,2410
2014-06-24,00:00:00,530000.0,2.0,1.5,1580
2014-06-24,00:00:00,379000.0,3.0,2.5,1740
2014-06-24,00:00:00,615000.0,2.0,1.0,1270
2014-06-24,00:00:00,660000.0,2.0,2.25,2550
2014-06-24,00:00:00,380000.0,3.0,2.25,1860
2014-06-24,00:00:00,314900.0,4.0,1.75,2700
2014-06-24,00:00:00,324950.0,3.0,1.5,1460
2014-06-24,00:00:00,225000.0,3.0,1.75,1330
2014-06-24,00:00:00,535000.0,3.0,2.5,2070
2014-06-24,00:00:00,348500.0,3.0,1.5,1360
2014-06-24,00:00:00,725000.0,4.0,2.5,2650
2014-06-24,00:00:00,925000.0,4.0,3.0,3580
2014-06-24,00:00:00,549000.0,2.0,1.0,2034
2014-06-24,00:00:00,400000.0,3.0,2.0,1230
2014-06-24,00:00:00,620000.0,4.0,2.5,2450
2014-06-24,00:00:00,665000.0,6.0,2.75,2840
2014-06-24,00:00:00,1215000.0,4.0,3.75,3820
2014-06-24,00:00:00,1157400.0,3.0,2.5,2740
2014-06-24,00:00:00,349950.0,4.0,2.5,2090
2014-06-24,00:00:00,2466350.0,5.0,4.75,6390
2014-06-24,00:00:00,339000.0,4.0,2.0,2470
2014-06-24,00:00:00,615000.0,3.0,1.75,1720
2014-06-24,00:00:00,751000.0,4.0,3.25,3090
2014-06-24,00:00:00,941000.0,4.0,1.75,2320
2014-06-24,00:00:00,600000.0,4.0,1.75,1740
2014-06-24,00:00:00,455000.0,4.0,2.5,2950
2014-06-24,00:00:00,1295648.0,0.0,0.0,4810
2014-06-24,00:00:00,485000.0,3.0,2.5,1500
2014-06-24,00:00:00,358000.0,3.0,1.5,1810
2014-06-24,00:00:00,339000.0,3.0,1.0,1100
2014-06-24,00:00:00,258000.0,3.0,1.0,1490
2014-06-24,00:00:00,455000.0,2.0,1.5,1200
2014-06-24,00:00:00,437000.0,4.0,2.5,1890
2014-06-24,00:00:00,689000.0,3.0,1.75,2200
2014-06-24,00:00:00,319000.0,4.0,2.5,2510
2014-06-24,00:00:00,510000.0,3.0,2.25,1420
2014-06-24,00:00:00,440000.0,3.0,1.75,2000
2014-06-24,00:00:00,1010000.0,2.0,2.0,1460
2014-06-24,00:00:00,875000.0,4.0,2.5,3220
2014-06-24,00:00:00,304000.0,4.0,2.0,1310
2014-06-24,00:00:00,139000.0,2.0,1.0,690
2014-06-24,00:00:00,464500.0,3.0,1.75,1150
2014-06-24,00:00:00,336500.0,3.0,1.0,1480
2014-06-24,00:00:00,230000.0,4.0,1.75,1850
2014-06-24,00:00:00,425000.0,3.0,2.5,1930
2014-06-24,00:00:00,300000.0,2.0,1.0,750
2014-06-24,00:00:00,457500.0,3.0,2.25,1430
2014-06-24,00:00:00,366000.0,3.0,1.75,1840
2014-06-24,00:00:00,502000.0,3.0,2.0,1300
2014-06-24,00:00:00,194000.0,3.0,1.0,1050
2014-06-24,00:00:00,305000.0,4.0,2.25,2210
2014-06-24,00:00:00,1250000.0,4.0,2.5,3220
2014-06-24,00:00:00,575000.0,4.0,2.5,4620
2014-06-24,00:00:00,343500.0,4.0,1.75,1760
2014-06-24,00:00:00,325000.0,3.0,1.0,850
2014-06-24,00:00:00,600000.0,4.0,3.25,4690
2014-06-24,00:00:00,850000.0,4.0,3.5,3920
2014-06-24,00:00:00,420000.0,3.0,2.5,2140
2014-06-24,00:00:00,257500.0,2.0,2.0,1180
2014-06-24,00:00:00,317000.0,5.0,2.5,2360
2014-06-24,00:00:00,970000.0,3.0,2.25,3060
2014-06-24,00:00:00,252000.0,3.0,2.25,1670
2014-06-24,00:00:00,683500.0,3.0,1.5,1820
2014-06-24,00:00:00,289000.0,3.0,2.5,1970
2014-06-24,00:00:00,355000.0,2.0,2.25,930
2014-06-24,00:00:00,675000.0,3.0,3.5,2300
2014-06-24,00:00:00,396500.0,3.0,2.5,2590
2014-06-24,00:00:00,362500.0,4.0,1.75,1450
2014-06-24,00:00:00,395000.0,4.0,1.75,1540
2014-06-24,00:00:00,599000.0,5.0,2.75,2730
2014-06-24,00:00:00,218000.0,3.0,1.0,880
2014-06-24,00:00:00,589950.0,4.0,2.5,3190
2014-06-24,00:00:00,218000.0,3.0,1.5,1330
2014-06-24,00:00:00,360000.0,3.0,1.75,1500
2014-06-24,00:00:00,350000.0,2.0,1.0,740
2014-06-24,00:00:00,350000.0,4.0,3.0,2560
2014-06-24,00:00:00,845000.0,3.0,2.0,2540
2014-06-24,00:00:00,839000.0,3.0,2.5,3200
2014-06-24,00:00:00,850000.0,4.0,3.0,3330
2014-06-24,00:00:00,329950.0,2.0,1.0,900
2014-06-24,00:00:00,425000.0,4.0,1.5,1600
2014-06-24,00:00:00,210000.0,2.0,1.0,970
2014-06-24,00:00:00,631500.0,2.0,1.0,1130
2014-06-24,00:00:00,295000.0,2.0,1.0,650
2014-06-24,00:00:00,575000.0,3.0,2.25,2400
2014-06-24,00:00:00,415000.0,3.0,2.5,2280
2014-06-24,00:00:00,859000.0,4.0,2.25,3550
2014-06-24,00:00:00,639888.0,4.0,2.5,2050
2014-06-24,00:00:00,329445.0,2.0,1.5,830
2014-06-24,00:00:00,745641.0,4.0,2.5,2440
2014-06-24,00:00:00,395000.0,3.0,2.5,1600
2014-06-24,00:00:00,790000.0,4.0,3.5,3190
2014-06-25,00:00:00,890000.0,4.0,1.0,2550
2014-06-25,00:00:00,400000.0,3.0,2.5,2180
2014-06-25,00:00:00,365500.0,3.0,2.0,1410
2014-06-25,00:00:00,245000.0,3.0,2.0,1410
2014-06-25,00:00:00,390000.0,4.0,2.5,2340
2014-06-25,00:00:00,196500.0,3.0,1.0,1320
2014-06-25,00:00:00,1200000.0,4.0,1.75,3990
2014-06-25,00:00:00,276900.0,3.0,1.0,1270
2014-06-25,00:00:00,995000.0,3.0,4.5,4380
2014-06-25,00:00:00,2300000.0,4.0,3.25,4250
2014-06-25,00:00:00,505000.0,3.0,2.5,1860
2014-06-25,00:00:00,1229000.0,4.0,3.5,3770
2014-06-25,00:00:00,352000.0,4.0,1.0,1530
2014-06-25,00:00:00,597326.0,4.0,4.0,3570
2014-06-25,00:00:00,800000.0,2.0,1.0,1740
2014-06-25,00:00:00,270000.0,3.0,2.5,1670
2014-06-25,00:00:00,235000.0,4.0,2.0,1570
2014-06-25,00:00:00,409900.0,2.0,2.5,1590
2014-06-25,00:00:00,739900.0,5.0,2.5,2980
2014-06-25,00:00:00,608000.0,4.0,2.5,2690
2014-06-25,00:00:00,381500.0,2.0,1.0,900
2014-06-25,00:00:00,562100.0,2.0,0.75,1440
2014-06-25,00:00:00,740000.0,4.0,2.5,3000
2014-06-25,00:00:00,308000.0,3.0,1.0,1640
2014-06-25,00:00:00,905000.0,5.0,3.5,3100
2014-06-25,00:00:00,762000.0,4.0,3.5,4000
2014-06-25,00:00:00,356000.0,4.0,2.0,2020
2014-06-25,00:00:00,750000.0,3.0,1.5,1840
2014-06-25,00:00:00,418800.0,4.0,2.25,2100
2014-06-25,00:00:00,276000.0,4.0,2.25,2460
2014-06-25,00:00:00,725000.0,3.0,2.5,2610
2014-06-25,00:00:00,285000.0,3.0,2.0,1460
2014-06-25,00:00:00,205000.0,3.0,1.0,1050
2014-06-25,00:00:00,583000.0,3.0,2.5,1790
2014-06-25,00:00:00,657000.0,4.0,2.5,2180
2014-06-25,00:00:00,386000.0,4.0,2.25,2050
2014-06-25,00:00:00,589950.0,5.0,3.0,2790
2014-06-25,00:00:00,575000.0,3.0,2.25,1700
2014-06-25,00:00:00,574000.0,3.0,2.5,2380
2014-06-25,00:00:00,690500.0,5.0,2.0,2000
2014-06-25,00:00:00,565000.0,2.0,1.75,1670
2014-06-25,00:00:00,500000.0,3.0,1.5,1190
2014-06-25,00:00:00,330000.0,6.0,2.25,3040
2014-06-25,00:00:00,286000.0,2.0,1.0,780
2014-06-25,00:00:00,450000.0,3.0,1.5,2330
2014-06-25,00:00:00,870000.0,4.0,2.75,2840
2014-06-25,00:00:00,725000.0,4.0,2.5,2490
2014-06-25,00:00:00,275000.0,2.0,1.0,770
2014-06-25,00:00:00,645000.0,3.0,2.75,1850
2014-06-25,00:00:00,152000.0,3.0,1.0,1090
2014-06-25,00:00:00,315000.0,4.0,2.0,1780
2014-06-25,00:00:00,190000.0,1.0,0.75,930
2014-06-25,00:00:00,700000.0,4.0,2.5,2770
2014-06-25,00:00:00,233000.0,3.0,1.0,1250
2014-06-25,00:00:00,249000.0,4.0,2.25,1830
2014-06-25,00:00:00,310000.0,2.0,1.0,870
2014-06-25,00:00:00,265950.0,3.0,1.5,1150
2014-06-25,00:00:00,860000.0,5.0,3.25,4500
2014-06-25,00:00:00,200000.0,3.0,1.0,1150
2014-06-25,00:00:00,402000.0,4.0,2.25,2000
2014-06-25,00:00:00,305000.0,6.0,2.0,1900
2014-06-25,00:00:00,505000.0,3.0,1.75,1640
2014-06-25,00:00:00,1355000.0,3.0,1.5,2680
2014-06-25,00:00:00,482000.0,3.0,2.5,2420
2014-06-25,00:00:00,299950.0,3.0,1.75,1790
2014-06-25,00:00:00,770000.0,4.0,2.5,3920
2014-06-25,00:00:00,245700.0,3.0,2.25,1640
2014-06-25,00:00:00,283000.0,3.0,1.0,890
2014-06-25,00:00:00,650000.0,4.0,2.75,1910
2014-06-25,00:00:00,530000.0,5.0,2.25,2140
2014-06-25,00:00:00,440000.0,3.0,1.75,2030
2014-06-25,00:00:00,1005000.0,4.0,4.5,4225
2014-06-25,00:00:00,599990.0,3.0,2.25,2680
2014-06-25,00:00:00,544000.0,4.0,2.5,2030
2014-06-25,00:00:00,1700000.0,5.0,3.5,5850
2014-06-25,00:00:00,270000.0,2.0,1.0,2060
2014-06-25,00:00:00,435000.0,2.0,1.0,1060
2014-06-25,00:00:00,349000.0,3.0,1.0,1010
2014-06-25,00:00:00,1140000.0,4.0,2.25,3310
2014-06-25,00:00:00,320000.0,4.0,2.5,2000
2014-06-25,00:00:00,804100.0,4.0,2.5,3070
2014-06-25,00:00:00,594000.0,3.0,2.25,1270
2014-06-25,00:00:00,531500.0,4.0,2.75,3110
2014-06-25,00:00:00,1150000.0,3.0,2.0,2110
2014-06-25,00:00:00,374500.0,3.0,2.25,1400
2014-06-25,00:00:00,450000.0,4.0,2.75,2310
2014-06-25,00:00:00,744500.0,5.0,2.5,2700
2014-06-25,00:00:00,913888.0,5.0,2.25,2370
2014-06-25,00:00:00,760000.0,4.0,2.5,2760
2014-06-25,00:00:00,346500.0,2.0,1.75,1610
2014-06-25,00:00:00,280000.0,3.0,1.75,1230
2014-06-25,00:00:00,557500.0,3.0,1.75,1900
2014-06-25,00:00:00,260000.0,3.0,1.5,1580
2014-06-25,00:00:00,1330000.0,3.0,1.5,1940
2014-06-25,00:00:00,640000.0,3.0,1.75,1620
2014-06-25,00:00:00,280000.0,7.0,2.5,1940
2014-06-25,00:00:00,205000.0,3.0,1.0,1230
2014-06-25,00:00:00,957000.0,5.0,3.25,3160
2014-06-25,00:00:00,625000.0,5.0,2.5,2700
2014-06-25,00:00:00,680000.0,4.0,1.5,1880
2014-06-25,00:00:00,150000.0,2.0,1.0,890
2014-06-25,00:00:00,255950.0,3.0,2.5,1720
2014-06-25,00:00:00,246500.0,3.0,2.5,1620
2014-06-25,00:00:00,450000.0,2.0,1.0,1380
2014-06-25,00:00:00,595888.0,3.0,1.75,1870
2014-06-25,00:00:00,454000.0,3.0,1.0,1970
2014-06-25,00:00:00,299900.0,3.0,1.0,1110
2014-06-25,00:00:00,200000.0,3.0,2.0,1190
2014-06-25,00:00:00,346500.0,3.0,1.0,1150
2014-06-25,00:00:00,585000.0,4.0,2.75,2890
2014-06-25,00:00:00,383000.0,3.0,1.75,1500
2014-06-25,00:00:00,519000.0,4.0,2.5,1950
2014-06-25,00:00:00,410000.0,3.0,1.5,1250
2014-06-25,00:00:00,578000.0,4.0,2.5,2070
2014-06-25,00:00:00,1280000.0,4.0,3.5,4660
2014-06-25,00:00:00,395000.0,2.0,2.25,1350
2014-06-25,00:00:00,364000.0,3.0,2.5,1800
2014-06-25,00:00:00,240000.0,3.0,2.25,1481
2014-06-25,00:00:00,328423.0,3.0,2.5,1730
2014-06-25,00:00:00,594000.0,4.0,2.75,2720
2014-06-25,00:00:00,425000.0,3.0,2.5,2320
2014-06-25,00:00:00,309620.0,3.0,2.5,1860
2014-06-25,00:00:00,260000.0,5.0,2.5,2025
2014-06-25,00:00:00,563500.0,3.0,2.5,1400
2014-06-25,00:00:00,975000.0,5.0,3.0,2620
2014-06-26,00:00:00,937000.0,3.0,1.75,2450
2014-06-26,00:00:00,518500.0,3.0,3.5,1590
2014-06-26,00:00:00,563500.0,4.0,1.75,2085
2014-06-26,00:00:00,1050000.0,4.0,3.5,3450
2014-06-26,00:00:00,350000.0,3.0,2.25,1780
2014-06-26,00:00:00,826000.0,4.0,2.5,3060
2014-06-26,00:00:00,225000.0,3.0,2.0,1700
2014-06-26,00:00:00,235867.0,4.0,2.0,1330
2014-06-26,00:00:00,399000.0,4.0,3.0,3060
2014-06-26,00:00:00,177500.0,3.0,1.5,1220
2014-06-26,00:00:00,224000.0,4.0,1.5,1600
2014-06-26,00:00:00,302000.0,4.0,1.75,1530
2014-06-26,00:00:00,760000.0,3.0,2.5,1980
2014-06-26,00:00:00,460000.0,3.0,2.5,1730
2014-06-26,00:00:00,415000.0,3.0,1.0,1170
2014-06-26,00:00:00,669000.0,2.0,1.75,1950
2014-06-26,00:00:00,254600.0,3.0,2.0,1470
2014-06-26,00:00:00,357250.0,3.0,1.5,1400
2014-06-26,00:00:00,910000.0,4.0,3.5,4040
2014-06-26,00:00:00,725000.0,6.0,3.0,3110
2014-06-26,00:00:00,670000.0,3.0,1.5,1490
2014-06-26,00:00:00,440000.0,4.0,1.5,1770
2014-06-26,00:00:00,1025000.0,4.0,3.5,3320
2014-06-26,00:00:00,320000.0,2.0,1.0,950
2014-06-26,00:00:00,310000.0,4.0,2.5,2430
2014-06-26,00:00:00,772650.0,4.0,2.5,2660
2014-06-26,00:00:00,669950.0,4.0,2.5,2670
2014-06-26,00:00:00,690000.0,5.0,3.5,2720
2014-06-26,00:00:00,385000.0,4.0,2.5,3200
2014-06-26,00:00:00,663000.0,3.0,2.5,2480
2014-06-26,00:00:00,300000.0,3.0,2.25,1780
2014-06-26,00:00:00,225500.0,2.0,1.75,1590
2014-06-26,00:00:00,320000.0,3.0,2.0,1550
2014-06-26,00:00:00,775000.0,3.0,2.75,2850
2014-06-26,00:00:00,805000.0,3.0,2.75,2600
2014-06-26,00:00:00,252750.0,4.0,1.0,1230
2014-06-26,00:00:00,254000.0,5.0,2.0,2080
2014-06-26,00:00:00,620000.0,6.0,3.5,3600
2014-06-26,00:00:00,435000.0,4.0,2.75,2110
2014-06-26,00:00:00,460000.0,4.0,2.5,2550
2014-06-26,00:00:00,268000.0,3.0,2.5,1650
2014-06-26,00:00:00,446000.0,2.0,1.5,1370
2014-06-26,00:00:00,285000.0,2.0,1.0,1010
2014-06-26,00:00:00,530000.0,3.0,2.0,2330
2014-06-26,00:00:00,402000.0,2.0,1.0,620
2014-06-26,00:00:00,358000.0,3.0,1.5,2450
2014-06-26,00:00:00,354950.0,4.0,2.75,2530
2014-06-26,00:00:00,405000.0,4.0,2.5,2220
2014-06-26,00:00:00,568000.0,4.0,1.75,2110
2014-06-26,00:00:00,575000.0,5.0,3.0,3690
2014-06-26,00:00:00,315000.0,4.0,2.5,1940
2014-06-26,00:00:00,280927.0,4.0,2.25,2070
2014-06-26,00:00:00,440000.0,4.0,2.5,2160
2014-06-26,00:00:00,270000.0,4.0,2.25,2600
2014-06-26,00:00:00,755000.0,4.0,2.75,2880
2014-06-26,00:00:00,289659.0,4.0,2.25,2260
2014-06-26,00:00:00,555000.0,5.0,3.0,3640
2014-06-26,00:00:00,450000.0,3.0,1.5,1530
2014-06-26,00:00:00,1145000.0,3.0,2.5,2490
2014-06-26,00:00:00,495000.0,3.0,1.75,1440
2014-06-26,00:00:00,1250000.0,3.0,3.0,3760
2014-06-26,00:00:00,580000.0,4.0,1.75,1720
2014-06-26,00:00:00,560000.0,4.0,2.5,2480
2014-06-26,00:00:00,1080000.0,4.0,3.5,3990
2014-06-26,00:00:00,450000.0,2.0,1.75,840
2014-06-26,00:00:00,815000.0,3.0,2.0,2270
2014-06-26,00:00:00,354000.0,4.0,2.5,2580
2014-06-26,00:00:00,279900.0,3.0,1.75,1580
2014-06-26,00:00:00,339000.0,2.0,1.0,950
2014-06-26,00:00:00,1340000.0,4.0,3.5,3190
2014-06-26,00:00:00,710000.0,3.0,3.25,3740
2014-06-26,00:00:00,815000.0,4.0,2.75,2620
2014-06-26,00:00:00,800000.0,3.0,1.75,2080
2014-06-26,00:00:00,638000.0,3.0,2.0,1660
2014-06-26,00:00:00,475580.0,3.0,1.75,1520
2014-06-26,00:00:00,243800.0,3.0,1.0,1140
2014-06-26,00:00:00,600000.0,3.0,2.5,3240
2014-06-26,00:00:00,620000.0,3.0,2.0,2460
2014-06-26,00:00:00,750000.0,4.0,2.75,1750
2014-06-26,00:00:00,626000.0,3.0,1.75,2430
2014-06-26,00:00:00,230000.0,3.0,1.0,1060
2014-06-26,00:00:00,537000.0,3.0,3.0,2410
2014-06-26,00:00:00,210000.0,2.0,1.0,720
2014-06-26,00:00:00,200500.0,3.0,1.75,1260
2014-06-26,00:00:00,253500.0,3.0,1.0,1640
2014-06-26,00:00:00,150000.0,3.0,1.0,1310
2014-06-26,00:00:00,440000.0,3.0,1.5,2120
2014-06-26,00:00:00,667000.0,3.0,1.75,3320
2014-06-26,00:00:00,660000.0,3.0,1.0,1210
2014-06-26,00:00:00,695000.0,3.0,2.75,2590
2014-06-26,00:00:00,440000.0,4.0,2.5,2250
2014-06-26,00:00:00,1388000.0,4.0,3.0,4040
2014-06-26,00:00:00,219500.0,3.0,1.0,1090
2014-06-26,00:00:00,220000.0,3.0,1.5,1660
2014-06-26,00:00:00,270000.0,2.0,1.0,1780
2014-06-26,00:00:00,900000.0,4.0,3.5,3370
2014-06-26,00:00:00,1990000.0,5.0,3.0,4480
2014-06-26,00:00:00,800000.0,4.0,2.5,2990
2014-06-26,00:00:00,365000.0,5.0,2.0,2280
2014-06-26,00:00:00,1387800.0,3.0,3.0,2480
2014-06-26,00:00:00,451000.0,5.0,2.75,2830
2014-06-26,00:00:00,202000.0,2.0,1.0,920
2014-06-26,00:00:00,1410000.0,4.0,2.25,3250
2014-06-26,00:00:00,471000.0,2.0,1.75,1240
2014-06-26,00:00:00,827000.0,4.0,2.5,3230
2014-06-26,00:00:00,235000.0,5.0,2.5,2500
2014-06-26,00:00:00,216500.0,2.0,1.75,1390
2014-06-26,00:00:00,359000.0,5.0,1.75,1940
2014-06-26,00:00:00,252500.0,3.0,2.0,1900
2014-06-26,00:00:00,370000.0,3.0,1.5,2380
2014-06-26,00:00:00,663000.0,3.0,2.0,1480
2014-06-26,00:00:00,971971.0,4.0,3.75,3460
2014-06-26,00:00:00,420000.0,3.0,1.75,1444
2014-06-26,00:00:00,330675.0,4.0,3.0,1930
2014-06-26,00:00:00,240000.0,4.0,1.0,1200
2014-06-26,00:00:00,334888.0,3.0,2.5,1769
2014-06-26,00:00:00,414000.0,3.0,2.5,2490
2014-06-26,00:00:00,782900.0,4.0,3.25,3060
2014-06-26,00:00:00,525000.0,4.0,2.75,3030
2014-06-26,00:00:00,429900.0,3.0,2.5,2370
2014-06-26,00:00:00,390000.0,3.0,3.25,1370
2014-06-26,00:00:00,224000.0,3.0,1.75,1500
2014-06-27,00:00:00,257500.0,3.0,2.25,1715
2014-06-27,00:00:00,665000.0,2.0,1.0,1110
2014-06-27,00:00:00,327000.0,5.0,2.75,2400
2014-06-27,00:00:00,425000.0,3.0,1.0,1520
2014-06-27,00:00:00,687500.0,4.0,2.75,3190
2014-06-27,00:00:00,672500.0,3.0,2.25,2400
2014-06-27,00:00:00,140000.0,3.0,1.0,1060
2014-06-27,00:00:00,215500.0,2.0,1.75,1220
2014-06-27,00:00:00,464900.0,4.0,2.25,2020
2014-06-27,00:00:00,417000.0,4.0,2.25,2300
2014-06-27,00:00:00,453000.0,4.0,2.75,2300
2014-06-27,00:00:00,700000.0,3.0,2.5,1660
2014-06-27,00:00:00,1619999.0,4.0,3.0,3900
2014-06-27,00:00:00,259500.0,3.0,1.75,1650
2014-06-27,00:00:00,460000.0,4.0,2.5,2110
2014-06-27,00:00:00,561500.0,3.0,1.75,1960
2014-06-27,00:00:00,641000.0,4.0,2.5,2770
2014-06-27,00:00:00,330000.0,4.0,1.75,2440
2014-06-27,00:00:00,447000.0,2.0,1.0,1320
2014-06-27,00:00:00,320000.0,4.0,2.5,2570
2014-06-27,00:00:00,212700.0,2.0,1.0,940
2014-06-27,00:00:00,260000.0,2.0,1.0,700
2014-06-27,00:00:00,410000.0,3.0,2.0,1400
2014-06-27,00:00:00,355000.0,4.0,2.5,1890
2014-06-27,00:00:00,275500.0,2.0,1.0,720
2014-06-27,00:00:00,415000.0,3.0,1.75,2410
2014-06-27,00:00:00,279000.0,3.0,2.5,1630
2014-06-27,00:00:00,350000.0,5.0,1.75,2330
2014-06-27,00:00:00,355000.0,2.0,2.25,1330
2014-06-27,00:00:00,750000.0,4.0,2.25,3190
2014-06-27,00:00:00,235000.0,3.0,1.75,1400
2014-06-27,00:00:00,209950.0,3.0,1.0,970
2014-06-27,00:00:00,230000.0,3.0,1.75,1010
2014-06-27,00:00:00,725000.0,3.0,2.5,3580
2014-06-27,00:00:00,430000.0,2.0,1.0,1050
2014-06-27,00:00:00,661500.0,5.0,2.5,2500
2014-06-27,00:00:00,738000.0,3.0,3.0,2630
2014-06-27,00:00:00,1820000.0,4.0,4.5,6640
2014-06-27,00:00:00,221000.0,3.0,1.0,910
2014-06-27,00:00:00,665000.0,3.0,2.5,2610
2014-06-27,00:00:00,255000.0,3.0,2.5,1720
2014-06-27,00:00:00,1195000.0,5.0,2.75,3650
2014-06-27,00:00:00,355000.0,3.0,1.75,2040
2014-06-27,00:00:00,755000.0,5.0,2.5,3260
2014-06-27,00:00:00,300000.0,3.0,1.5,1590
2014-06-27,00:00:00,500000.0,4.0,1.0,1440
2014-06-27,00:00:00,191000.0,2.0,1.0,900
2014-06-27,00:00:00,315000.0,6.0,4.0,3120
2014-06-27,00:00:00,415000.0,3.0,2.5,1060
2014-06-27,00:00:00,394000.0,4.0,2.5,3000
2014-06-27,00:00:00,490000.0,3.0,2.5,2230
2014-06-27,00:00:00,523460.0,5.0,1.75,1890
2014-06-27,00:00:00,550000.0,4.0,3.5,4150
2014-06-27,00:00:00,342000.0,3.0,1.75,1780
2014-06-27,00:00:00,560000.0,4.0,2.5,2710
2014-06-27,00:00:00,1050000.0,4.0,4.25,4390
2014-06-27,00:00:00,710000.0,2.0,1.5,1640
2014-06-27,00:00:00,1020000.0,3.0,2.25,1670
2014-06-27,00:00:00,399950.0,3.0,2.5,2570
2014-06-27,00:00:00,480000.0,2.0,1.0,1500
2014-06-27,00:00:00,410000.0,3.0,1.0,2710
2014-06-27,00:00:00,530000.0,4.0,1.75,2860
2014-06-27,00:00:00,528000.0,2.0,0.75,840
2014-06-27,00:00:00,469900.0,4.0,2.5,2990
2014-06-27,00:00:00,397000.0,5.0,1.0,1170
